request_id,metadata
request-30,"{'law_index': '시행령_제14조제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제14조제1항_신고대상회사의 범위 등'}"
request-31,"{'law_index': '시행령_제15조제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제15조제1항_손자회사의 범위'}"
request-32,"{'law_index': '시행령_제15조제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제15조제1항_손자회사의 범위'}"
request-33,"{'law_index': '시행령_제16조의2제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제16조의2제1항_비은행지주회사의 전환계획의 승인 등'}"
request-34,"{'law_index': '시행령_제16조의2제2항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제16조의2제2항_비은행지주회사의 전환계획의 승인 등'}"
request-35,"{'law_index': '시행령_제16조의5제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제16조의5제3항_대주주와의 거래 등의 제한 등'}"
request-36,"{'law_index': '시행령_제16조의5제8항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제16조의5제8항_대주주와의 거래 등의 제한 등'}"
request-37,"{'law_index': '시행령_제24조제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제24조제1항_신용공여한도의 적용범위 등'}"
request-38,"{'law_index': '시행령_제24조의2제7항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제24조의2제7항_은행지주회사의 주요출자자에 대한 신용공여한도 등'}"
request-39,"{'law_index': '시행령_제27조의2제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제27조의2제3항_고객정보의 제공 및 관리'}"
request-40,"{'law_index': '시행령_제27조의2제6항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제27조의2제6항_고객정보의 제공 및 관리'}"
request-41,"{'law_index': '시행령_제2조제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제2조제3항_금융업의 범위 등'}"
request-42,"{'law_index': '시행령_제2조제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제2조제3항_금융업의 범위 등'}"
request-43,"{'law_index': '시행령_제3조제2항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제3조제2항_특수관계인의 범위'}"
request-44,"{'law_index': '시행령_제4조제2항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제4조제2항_인가신청서'}"
request-45,"{'law_index': '시행령_제9조제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제9조제3항_기관전용 사모집합투자기구등의 주식보유에 대한 승인 등'}"
request-46,"{'law_index': '시행령_제11조제1항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제11조제1항_금융지주회사의 업무 등'}"
request-47,"{'law_index': '시행령_제12조제2항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제12조제2항_자회사등의 편입승인'}"
request-48,"{'law_index': '시행령_제14조제3항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제14조제3항_신고대상회사의 범위 등'}"
request-49,"{'law_index': '시행령_제16조의5제8항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제16조의5제8항_대주주와의 거래 등의 제한 등'}"
request-50,"{'law_index': '시행령_제24조의3제2항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제24조의3제2항_주요출자자 발행주식의 취득한도 등'}"
request-51,"{'law_index': '시행령_제24조의3제7항', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제24조의3제7항_주요출자자 발행주식의 취득한도 등'}"
request-52,"{'law_index': '시행령_제30조', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제30조_업무보고서'}"
request-53,"{'law_index': '시행령_제33조의4', 'document_title': '금융지주회사법 시행령\n', 'created_date': '시행 2024. 4. 23.', 'revise_info': '대통령령 제34449호, 2024. 4. 23., 타법개정\n', 'source': '국가법령정보센터', 'reference': '시행령__제33조의4_민감정보 및 개인식별번호의 처리'}"
