request_id,metadata
request-11,"{'law_index': '법_제9조제10항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제1편 총칙_제9조제10항_그 밖의 용어의 정의'}"
request-12,"{'law_index': '법_제9조제10항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제1편 총칙_제9조제10항_그 밖의 용어의 정의'}"
request-13,"{'law_index': '법_제12조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제12조제1항_금융투자업의 인가'}"
request-14,"{'law_index': '법_제14조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제14조제1항_예비인가'}"
request-15,"{'law_index': '법_제16조의2제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조의2제1항_투자매매업 등의 업무 단위 추가 및 등록'}"
request-16,"{'law_index': '법_제18조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제2절 등록요건 및 절차_제18조제1항_투자자문업 또는 투자일임업의 등록'}"
request-17,"{'law_index': '법_제30조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제3장 건전경영 유지 제1절 경영건전성 감독_제30조제1항_재무건전성 유지'}"
request-18,"{'law_index': '법_제31조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제3장 건전경영 유지 제1절 경영건전성 감독_제31조제1항_경영건전성기준'}"
request-19,"{'law_index': '법_제42조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제42조제4항_금융투자업자의 업무위탁'}"
request-20,"{'law_index': '법_제42조제8항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제42조제8항_금융투자업자의 업무위탁'}"
request-21,"{'law_index': '법_제43조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제43조제1항_검사 및 처분'}"
request-22,"{'law_index': '법_제44조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제44조제1항_이해상충의 관리'}"
request-23,"{'law_index': '법_제45조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제45조제1항_정보교류의 차단'}"
request-24,"{'law_index': '법_제50조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제2관 투자권유 등 <개정 2009. 2. 3.>_제50조제1항_투자권유준칙'}"
request-25,"{'law_index': '법_제51조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제2관 투자권유 등 <개정 2009. 2. 3.>_제51조제4항_투자권유대행인의 등록 등'}"
request-26,"{'law_index': '법_제51조제9항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제2관 투자권유 등 <개정 2009. 2. 3.>_제51조제9항_투자권유대행인의 등록 등'}"
request-27,"{'law_index': '법_제56조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제56조제3항_약관'}"
request-28,"{'law_index': '법_제61조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제61조제1항_소유증권의 예탁'}"
request-29,"{'law_index': '법_제61조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제61조제2항_소유증권의 예탁'}"
request-30,"{'law_index': '법_제63조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제63조제1항_임직원의 금융투자상품 매매'}"
request-31,"{'law_index': '법_제63조의2제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제63조의2제1항_고객응대직원에 대한 보호 조치 의무'}"
request-32,"{'law_index': '법_제65조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제65조제1항_외국 금융투자업자의 특례'}"
request-33,"{'law_index': '법_제65조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제65조제4항_외국 금융투자업자의 특례'}"
request-34,"{'law_index': '법_제68조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제68조제1항_최선집행의무'}"
request-35,"{'law_index': '법_제71조', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제71조_불건전 영업행위의 금지'}"
request-36,"{'law_index': '법_제74조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제74조제1항_투자자예탁금의 별도예치'}"
request-37,"{'law_index': '법_제74조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제74조제3항_투자자예탁금의 별도예치'}"
request-38,"{'law_index': '법_제74조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제74조제4항_투자자예탁금의 별도예치'}"
request-39,"{'law_index': '법_제74조제6항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제74조제6항_투자자예탁금의 별도예치'}"
request-40,"{'law_index': '법_제76조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제76조제1항_집합투자증권 판매 등에 관한 특례'}"
request-41,"{'law_index': '법_제78조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제78조제1항_다자간매매체결회사에 관한 특례'}"
request-42,"{'law_index': '법_제78조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제78조제3항_다자간매매체결회사에 관한 특례'}"
request-43,"{'law_index': '법_제84조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제84조제1항_이해관계인과의 거래제한 등'}"
request-44,"{'law_index': '법_제85조', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제85조_불건전 영업행위의 금지'}"
request-45,"{'law_index': '법_제86조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제86조제1항_성과보수의 제한'}"
request-46,"{'law_index': '법_제87조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제87조제1항_의결권 등'}"
request-47,"{'law_index': '법_제87조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제87조제3항_의결권 등'}"
request-48,"{'law_index': '법_제87조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제87조제3항_의결권 등'}"
request-49,"{'law_index': '법_제87조제7항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제87조제7항_의결권 등'}"
request-50,"{'law_index': '법_제88조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제88조제2항_자산운용보고서의 교부'}"
request-51,"{'law_index': '법_제88조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제88조제2항_자산운용보고서의 교부'}"
request-52,"{'law_index': '법_제90조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제90조제1항_집합투자재산에 관한 보고 등'}"
request-53,"{'law_index': '법_제92조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제92조제1항_환매연기 등의 통지'}"
request-54,"{'law_index': '법_제93조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제93조제1항_파생상품의 운용 특례'}"
request-55,"{'law_index': '법_제99조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제3관 투자자문업자 및 투자일임업자의 영업행위 규칙_제99조제1항_투자일임보고서의 교부'}"
request-56,"{'law_index': '법_제100조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제3관 투자자문업자 및 투자일임업자의 영업행위 규칙_제100조제1항_역외투자자문업자 등의 특례'}"
request-57,"{'law_index': '법_제101조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제3관 투자자문업자 및 투자일임업자의 영업행위 규칙_제101조제1항_유사투자자문업의 신고'}"
request-58,"{'law_index': '법_제101조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제3관 투자자문업자 및 투자일임업자의 영업행위 규칙_제101조제2항_유사투자자문업의 신고'}"
request-59,"{'law_index': '법_제114조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제4관 신탁업자의 영업행위 규칙_제114조제3항_신탁재산의 회계처리 등'}"
request-60,"{'law_index': '법_제117조의7제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제5장 온라인소액투자중개업자 등에 대한 특례 <신설 2015. 7. 24.> 제2절 금융투자업자별 영업행위 규칙 제4관 신탁업자의 영업행위 규칙_제117조의7제3항_영업행위의 규제 등'}"
request-61,"{'law_index': '법_제117조의8제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제5장 온라인소액투자중개업자 등에 대한 특례 <신설 2015. 7. 24.> 제2절 금융투자업자별 영업행위 규칙 제4관 신탁업자의 영업행위 규칙_제117조의8제2항_청약증거금의 관리'}"
request-62,"{'law_index': '법_제117조의13제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제5장 온라인소액투자중개업자 등에 대한 특례 <신설 2015. 7. 24.> 제2절 금융투자업자별 영업행위 규칙 제4관 신탁업자의 영업행위 규칙_제117조의13제1항_중앙기록관리기관'}"
request-63,"{'law_index': '법_제117조의15제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 ( 약칭: 자본시장법 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '법률 제20305호, 2024. 2. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '법_제2편 금융투자업 제5장 온라인소액투자중개업자 등에 대한 특례 <신설 2015. 7. 24.> 제2절 금융투자업자별 영업행위 규칙 제4관 신탁업자의 영업행위 규칙_제117조의15제1항_전자게시판서비스 제공자의 책임'}"
