request_id,metadata
request-15,"{'law_index': '시행령_제7조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제7조제4항_금융투자업의 적용배제'}"
request-16,"{'law_index': '시행령_제7조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제7조제4항_금융투자업의 적용배제'}"
request-17,"{'law_index': '시행령_제7조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제7조제4항_금융투자업의 적용배제'}"
request-18,"{'law_index': '시행령_제7조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제7조제4항_금융투자업의 적용배제'}"
request-19,"{'law_index': '시행령_제7조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제7조제4항_금융투자업의 적용배제'}"
request-20,"{'law_index': '시행령_제10조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제10조제2항_전문투자자의 범위 등'}"
request-21,"{'law_index': '시행령_제10조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제10조제3항_전문투자자의 범위 등'}"
request-22,"{'law_index': '시행령_제11조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제11조제2항_증권의 모집ㆍ매출'}"
request-23,"{'law_index': '시행령_제14조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제14조제2항_사모집합투자기구의 기준'}"
request-24,"{'law_index': '시행령_제14조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제14조제2항_사모집합투자기구의 기준'}"
request-25,"{'law_index': '시행령_제14조의2제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제14조의2제2항_청산대상업자 및 청산대상거래'}"
request-26,"{'law_index': '시행령_제14조의4제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제14조의4제1항_온라인소액투자중개를 통한 증권 발행의 방법 등'}"
request-27,"{'law_index': '시행령_제14조의5제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제1편 총칙_제14조의5제2항_온라인소액증권발행인의 범위'}"
request-28,"{'law_index': '시행령_제15조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제15조제2항_인가업무 단위 등'}"
request-29,"{'law_index': '시행령_제16조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조제2항_인가요건 등'}"
request-30,"{'law_index': '시행령_제16조제6항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조제6항_인가요건 등'}"
request-31,"{'law_index': '시행령_제16조제8항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조제8항_인가요건 등'}"
request-32,"{'law_index': '시행령_제16조제9항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조제9항_인가요건 등'}"
request-33,"{'law_index': '시행령_제16조제10항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제16조제10항_인가요건 등'}"
request-34,"{'law_index': '시행령_제18조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제1절 인가요건 및 절차_제18조제4항_예비인가'}"
request-35,"{'law_index': '시행령_제21조제8항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제2절 등록요건 및 절차_제21조제8항_등록의 요건 등'}"
request-36,"{'law_index': '시행령_제22조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제1장 금융투자업의 인가 및 등록 제2절 등록요건 및 절차_제22조제1항_등록의 방법 및 절차 등'}"
request-37,"{'law_index': '시행령_제36조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제3장 건전경영 유지 제1절 경영건전성 감독_제36조제3항_업무보고서 제출 기한 등'}"
request-38,"{'law_index': '시행령_제36조제6항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제3장 건전경영 유지 제1절 경영건전성 감독_제36조제6항_업무보고서 제출 기한 등'}"
request-39,"{'law_index': '시행령_제37조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제3장 건전경영 유지 제2절 대주주와의 거래제한 등_제37조제1항_대주주와의 거래 등의 제한 등'}"
request-40,"{'law_index': '시행령_제41조', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제3장 건전경영 유지 제2절 대주주와의 거래제한 등_제41조_부당한 영향력 행사의 범위'}"
request-41,"{'law_index': '시행령_제43조제3항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제43조제3항_금융투자업자의 업무범위'}"
request-42,"{'law_index': '시행령_제43조제5항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제43조제5항_금융투자업자의 업무범위'}"
request-43,"{'law_index': '시행령_제45조', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제45조_위탁이 금지되는 업무범위'}"
request-44,"{'law_index': '시행령_제46조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제46조제1항_업무위탁의 보고 등'}"
request-45,"{'law_index': '시행령_제46조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제46조제1항_업무위탁의 보고 등'}"
request-46,"{'law_index': '시행령_제47조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제47조제1항_본질적 업무의 범위 등'}"
request-47,"{'law_index': '시행령_제50조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제50조제1항_금융투자업자의 정보교류의 차단'}"
request-48,"{'law_index': '시행령_제50조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제1관 신의성실의무 등_제50조제1항_금융투자업자의 정보교류의 차단'}"
request-49,"{'law_index': '시행령_제58조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제2관 투자권유 등 <개정 2009. 2. 3.>_제58조제1항_등록의 방법 및 절차 등'}"
request-50,"{'law_index': '시행령_제62조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제62조제1항_자료의 기록ㆍ유지'}"
request-51,"{'law_index': '시행령_제63조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제63조제2항_소유증권의 예탁'}"
request-52,"{'law_index': '시행령_제64조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제64조제2항_임직원의 금융투자상품 매매'}"
request-53,"{'law_index': '시행령_제64조의2', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제64조의2_고객응대직원의 보호를 위한 조치'}"
request-54,"{'law_index': '시행령_제65조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제1절 공통 영업행위 규칙 제3관 직무관련 정보의 이용 금지 등_제65조제1항_외국 금융투자업자의 영업기금 등'}"
request-55,"{'law_index': '시행령_제66조의2제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제66조의2제2항_최선집행의무'}"
request-56,"{'law_index': '시행령_제68조제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제68조제2항_불건전 영업행위의 금지'}"
request-57,"{'law_index': '시행령_제68조제5항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제68조제5항_불건전 영업행위의 금지'}"
request-58,"{'law_index': '시행령_제70조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제70조제1항_매매명세의 통지 방법'}"
request-59,"{'law_index': '시행령_제72조', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제72조_투자자예탁금의 예외적 양도 등'}"
request-60,"{'law_index': '시행령_제77조제4항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제77조제4항_집합투자증권 판매 등에 관한 특례'}"
request-61,"{'law_index': '시행령_제77조의6제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제77조의6제1항_종합금융투자사업자의 업무'}"
request-62,"{'law_index': '시행령_제77조의6제2항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제77조의6제2항_종합금융투자사업자의 업무'}"
request-63,"{'law_index': '시행령_제78조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제1관 투자매매업자 및 투자중개업자의 영업행위 규칙_제78조제1항_다자간매매체결회사의 업무기준 등'}"
request-64,"{'law_index': '시행령_제80조제1항', 'document_title': '자본시장과 금융투자업에 관한 법률 시행령 ( 약칭: 자본시장법 시행령 )\n', 'created_date': '시행 2024. 8. 14.', 'revise_info': '대통령령 제34840호, 2024. 8. 13., 일부개정\n', 'source': '국가법령정보센터', 'reference': '시행령_제2편 금융투자업 제4장 영업행위 규칙 제2절 금융투자업자별 영업행위 규칙 제2관 집합투자업자의 영업행위 규칙_제80조제1항_자산운용한도 제한의 예외 등'}"
