request_id,metadata
request-22,"{'law_index': '규정_제8조제1항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제8조제1항_적격기관투자자 위험관리 등'}"
request-23,"{'law_index': '규정_제10조제1항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제10조제1항_위탁증거금의 일별 추가예탁'}"
request-24,"{'law_index': '규정_제17조제1항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제17조제1항_대용증권의 질권 설정 등'}"
request-25,"{'law_index': '규정_제22조제3항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제22조제3항_매매거래 등의 통지'}"
request-26,"{'law_index': '규정_제27조제1항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제27조제1항_현금결제'}"
request-27,"{'law_index': '규정_제39조제1항', 'document_title': '파생상품계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제39조제1항_관계법규등 준수'}"
request-28,"{'law_index': '규정_제1조', 'document_title': '자율규제위원회 운영 및 제재에 관한 규정 시행세칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제1조_목적'}"
request-29,"{'law_index': '규정_제4조제2항', 'document_title': '자율규제위원회 운영 및 제재에 관한 규정 시행세칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4조제2항_조사의 운영원칙'}"
request-30,"{'law_index': '규정_제7조', 'document_title': '자율규제위원회 운영 및 제재에 관한 규정 시행세칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7조_조사의 방법'}"
request-31,"{'law_index': '규정_제14조제1항', 'document_title': '자율규제위원회 운영 및 제재에 관한 규정 시행세칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제14조제1항_조사결과의 처리'}"
request-32,"{'law_index': '규정_제1조', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제1조_약관의 적용'}"
request-33,"{'law_index': '규정_제1조', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제1조_약관의 적용'}"
request-34,"{'law_index': '규정_제3조제1항', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3조제1항_결제일'}"
request-35,"{'law_index': '규정_제5조제3항', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제5조제3항_매매거래 등의 통지'}"
request-36,"{'law_index': '규정_제6조', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제6조_환전 및 송금 등'}"
request-37,"{'law_index': '규정_제20조', 'document_title': '외화증권매매거래계좌설정약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제20조_관계법규등 준수'}"
request-38,"{'law_index': '규정_제1-1조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제1-1조_목적'}"
request-39,"{'law_index': '규정_제2-1조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-1조_목적'}"
request-40,"{'law_index': '규정_제2-3조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-3조제1항_투자자정보의 확인'}"
request-41,"{'law_index': '규정_제2-4조제3항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-4조제3항_투자권유의 적합성 등'}"
request-42,"{'law_index': '규정_제2-4조제5항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-4조제5항_투자권유의 적합성 등'}"
request-43,"{'law_index': '규정_제2-5조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조제1항_설명의무 등'}"
request-44,"{'law_index': '규정_제2-5조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조제2항_설명의무 등'}"
request-45,"{'law_index': '규정_제2-5조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조제2항_설명의무 등'}"
request-46,"{'law_index': '규정_제2-5조의2제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조의2제1항_판매절차 적정성 점검 등'}"
request-47,"{'law_index': '규정_제2-5조의3제5항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조의3제5항_투자자의 적격성 확인 등'}"
request-48,"{'law_index': '규정_제2-5조의4제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-5조의4제1항_파생결합증권의 판매 후 정보 제공'}"
request-49,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-50,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-51,"{'law_index': '규정_제2-8조의4제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-8조의4제1항_공모 개방형 집합투자기구의 집합투자증권 온라인 판매'}"
request-52,"{'law_index': '규정_제2-10조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-10조제1항_표준투자권유준칙'}"
request-53,"{'law_index': '규정_제2-11조의2제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-11조의2제1항_방문판매등'}"
request-54,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-55,"{'law_index': '규정_제2-16조의3제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-16조의3제1항_기관전용 사모집합투자기구의 유한책임사원 지정신청'}"
request-56,"{'law_index': '규정_제2-28조제7항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-28조제7항_조사분석의 독립성 확보'}"
request-57,"{'law_index': '규정_제2-30조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-30조제1항_조사분석자료의 의무공표 등'}"
request-58,"{'law_index': '규정_제2-32조제4항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-32조제4항_금융투자분석사의 재산적 이해관계 고지'}"
request-59,"{'law_index': '규정_제2-33조제5항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-33조제5항_조사분석자료의 심의 등'}"
request-60,"{'law_index': '규정_제2-33조의2제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-33조의2제2항_조사분석업무 관련 정보의 공시 등'}"
request-61,"{'law_index': '규정_제2-34조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-34조_목적'}"
request-62,"{'law_index': '규정_제2-35조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-35조제1항_투자광고의 정의'}"
request-63,"{'law_index': '규정_제2-38조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-38조_금지행위'}"
request-64,"{'law_index': '규정_제2-38조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-38조_금지행위'}"
request-65,"{'law_index': '규정_제2-38조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-38조_금지행위'}"
request-66,"{'law_index': '규정_제2-38조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-38조_금지행위'}"
request-67,"{'law_index': '규정_제2-40조제4항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-40조제4항_준수사항'}"
request-68,"{'law_index': '규정_제2-40조제6항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-40조제6항_준수사항'}"
request-69,"{'law_index': '규정_제2-44조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-44조제1항_협회의 심사'}"
request-70,"{'law_index': '규정_제2-46조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-46조제1항_심사결과의 유효기간'}"
request-71,"{'law_index': '규정_제2-52조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-52조_목적'}"
request-72,"{'law_index': '규정_제2-59조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-59조제2항_공시사항 등'}"
request-73,"{'law_index': '규정_제2-63조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-63조제1항_목적 등'}"
request-74,"{'law_index': '규정_제2-65조제5항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-65조제5항_재산상 이익 제공 및 수령내역 공시 등'}"
request-75,"{'law_index': '규정_제2-67조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-67조제2항_내부통제 등'}"
request-76,"{'law_index': '규정_제2-69조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-69조제1항_목적 및 적용범위'}"
request-77,"{'law_index': '규정_제2-74조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-74조제1항_징계내역 보고 등'}"
request-78,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-79,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-80,"{'law_index': '규정_제2-87조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-87조제1항_심의위원회의 구성 등'}"
request-81,"{'law_index': '규정_제2-87조제6항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제2-87조제6항_심의위원회의 구성 등'}"
request-82,"{'law_index': '규정_제3-1조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-1조_목적'}"
request-83,"{'law_index': '규정_제3-7조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-7조제1항_이용료율의 산정 및 변경절차'}"
request-84,"{'law_index': '규정_제3-8조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-8조_목적'}"
request-85,"{'law_index': '규정_제3-38조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-38조_단기물 발행 제한'}"
request-86,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-87,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-88,"{'law_index': '규정_제3-41조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-41조_헤지자산의 구분관리'}"
request-89,"{'law_index': '규정_제3-43조제3항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-43조제3항_헤지자산의 건전성 확보'}"
request-90,"{'law_index': '규정_제3-44조제4항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-44조제4항_내부통제 및 위험관리'}"
request-91,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-92,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-93,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-94,"{'law_index': '규정_제3-46조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-46조제1항_공모파생결합증권등 청약정보'}"
request-95,"{'law_index': '규정_제3-47조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제3-47조제1항_중도상환가격비율 공시'}"
request-96,"{'law_index': '규정_제4-5조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-5조_목적'}"
request-97,"{'law_index': '규정_제4-57조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-57조_목적'}"
request-98,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-99,"{'law_index': '규정_제4-72조의2제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-72조의2제1항_연금저축펀드 비교공시'}"
request-100,"{'law_index': '규정_제4-72조의3제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-72조의3제1항_추천펀드 현황'}"
request-101,"{'law_index': '규정_제4-74조의2제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-74조의2제1항_집합투자기구 수익자등의 총수 확인'}"
request-102,"{'law_index': '규정_제4-83조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-83조제2항_공시대상'}"
request-103,"{'law_index': '규정_제4-103조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-103조제2항_집합투자기구평가회사에 대한 자료제공'}"
request-104,"{'law_index': '규정_제4-110조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제4-110조_목적'}"
request-105,"{'law_index': '규정_1.', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1._'}"
request-106,"{'law_index': '규정_제7-2조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-2조_용어의 정의'}"
request-107,"{'law_index': '규정_제7-3조제2항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-3조제2항_호가정보의 보고'}"
request-108,"{'law_index': '규정_제7-5조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-5조제1항_장외거래내역의 보고 등'}"
request-109,"{'law_index': '규정_제7-12조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-12조제1항_기업어음증권의 거래방법 등'}"
request-110,"{'law_index': '규정_제7-22조제3항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-22조제3항_기준수익률의 산정 및 공시'}"
request-111,"{'law_index': '규정_제7-23조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-23조_목적'}"
request-112,"{'law_index': '규정_제7-26조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제7-26조제1항_협의회의 설치 및 운영'}"
request-113,"{'law_index': '규정_제8-9조제1항', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제8-9조제1항_자료사용의 제한'}"
request-114,"{'law_index': '규정_제8-12조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제8-12조_유사투자자문업 교육'}"
request-115,"{'law_index': '규정_제8-14조', 'document_title': '금융투자회사의 영업 및 업무에 관한 규정', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제8-14조_고위험고수익투자신탁등 운용현황'}"
request-116,"{'law_index': '규정_1. 목  적', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__1. 목  적_'}"
request-117,"{'law_index': '규정_2. 용어의 정의', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__2. 용어의 정의_'}"
request-118,"{'law_index': '규정_2. 용어의 정의', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__2. 용어의 정의_'}"
request-119,"{'law_index': '규정_2. 용어의 정의', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__2. 용어의 정의_'}"
request-120,"{'law_index': '규정_2. 용어의 정의', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__2. 용어의 정의_'}"
request-121,"{'law_index': '규정_2. 용어의 정의', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__2. 용어의 정의_'}"
request-122,"{'law_index': '규정_7. 적정성 원칙 대상 상품에 대한 특칙', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__7. 적정성 원칙 대상 상품에 대한 특칙_'}"
request-123,"{'law_index': '규정_7. 적정성 원칙 대상 상품에 대한 특칙', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__7. 적정성 원칙 대상 상품에 대한 특칙_'}"
request-124,"{'law_index': '규정_8. 투자자정보 파악 및 투자자성향 분석 등', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__8. 투자자정보 파악 및 투자자성향 분석 등_'}"
request-125,"{'law_index': '규정_12. 장외파생상품에 대한 특칙', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__12. 장외파생상품에 대한 특칙_'}"
request-126,"{'law_index': '규정_13. 투자권유시 유의사항', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__13. 투자권유시 유의사항_'}"
request-127,"{'law_index': '규정_14. 설명의무', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__14. 설명의무_'}"
request-128,"{'law_index': '규정_22. 투자일임 및 금전신탁에 대한 특칙', 'document_title': '표준투자권유준칙', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__22. 투자일임 및 금전신탁에 대한 특칙_'}"
request-129,"{'law_index': '규정_제1조제1항', 'document_title': '신용거래약관', 'created_date': None, 'revise_info': None, 'source': '금융투자협회', 'reference': '규정__제1조제1항_약관의 적용'}"
